customer_id,split,region,acquisition_channel,membership_tier,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,category_affinities,recent_timeline,profile_summary,lifecycle_stage,price_sensitivity,purchase_cadence,churn_risk,next_best_action,evidence
C-00001,train,Western Australia,search,none,14,13,1123.49,86.42,0.217,0.127,1,39,0.534,8.5,1415.6,apparel|jackets|hydration,2026-05-22~$98~apparel+hydration~discount:0.16~returned:0|2026-04-17~$93~apparel~discount:0.18~returned:0|2026-03-17~$95~hydration+apparel~discount:0.17~returned:0|2026-02-14~$95~apparel+jackets~discount:0.23~returned:0|2026-01-12~$75~apparel+packs~discount:0.15~returned:0|2025-12-10~$94~footwear+apparel~discount:0.25~returned:1,active frequent shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:39|orders:13|discount_share:0.217|return_rate:0.127|top_category:apparel
C-01702,train,Western Australia,referral,none,4,3,221.95,73.98,0.237,0.111,2,14,0.596,6.4,257.46,packs|recovery,2026-06-16~$64~packs~discount:0.21~returned:0|2026-04-22~$90~packs+recovery~discount:0.29~returned:0|2026-03-01~$68~packs~discount:0.26~returned:0,new frequent shopper; strongest interest in packs; medium price sensitivity; low churn risk,new,medium,frequent,low,Second-purchase education sequence,days_since_order:14|orders:3|discount_share:0.237|return_rate:0.111|top_category:packs
C-01703,train,Tasmania,organic,none,25,6,490.76,81.79,0.292,0.163,3,164,0.32,6.3,672.34,apparel|camp|packs,2026-01-14~$91~apparel~discount:0.3~returned:0|2025-09-29~$102~apparel~discount:0.26~returned:0|2025-06-15~$84~jackets+recovery+apparel~discount:0.36~returned:0|2025-02-28~$71~camp~discount:0.29~returned:0|2024-11-07~$59~packs~discount:0.23~returned:0|2024-07-28~$85~apparel~discount:0.25~returned:0,at-risk occasional shopper; strongest interest in apparel; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:164|orders:6|discount_share:0.292|return_rate:0.163|top_category:apparel
C-01704,train,Tasmania,organic,none,17,13,1089.88,83.84,0.134,0.091,1,25,0.519,7.9,1405.95,packs|accessories,2026-06-04~$72~packs~discount:0.19~returned:0|2026-04-21~$67~packs~discount:0.1~returned:0|2026-03-15~$81~packs~discount:0.15~returned:0|2026-02-02~$114~packs~discount:0.12~returned:0|2025-12-22~$83~packs~discount:0.13~returned:0|2025-11-12~$80~packs~discount:0.2~returned:0,active frequent shopper; strongest interest in packs; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:25|orders:13|discount_share:0.134|return_rate:0.091|top_category:packs
C-01705,train,New South Wales,organic,none,21,11,947.85,86.17,0.16,0.066,1,32,0.544,6.9,1260.64,camp|hydration|recovery,2026-05-27~$119~camp~discount:0.11~returned:1|2026-03-29~$81~camp+apparel~discount:0.12~returned:0|2026-01-29~$87~camp~discount:0.16~returned:1|2025-11-30~$65~camp+accessories~discount:0.17~returned:0|2025-09-26~$27~camp~discount:0.19~returned:1|2025-07-27~$85~camp~discount:0.22~returned:0,active regular shopper; strongest interest in camp; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:32|orders:11|discount_share:0.16|return_rate:0.066|top_category:camp
C-01706,train,South Australia,retail-store,silver,30,12,904.6,75.38,0.197,0.054,2,23,0.412,7.1,1284.53,hydration|camp|recovery,2026-06-02~$109~accessories+hydration~discount:0.14~returned:0|2026-04-01~$79~hydration~discount:0.19~returned:0|2026-02-01~$90~apparel~discount:0.16~returned:0|2025-12-04~$92~hydration~discount:0.2~returned:0|2025-10-01~$48~jackets~discount:0.19~returned:0|2025-08-02~$60~camp~discount:0.18~returned:0,active regular shopper; strongest interest in hydration; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:23|orders:12|discount_share:0.197|return_rate:0.054|top_category:hydration
C-01707,train,New South Wales,referral,none,10,13,1036.1,79.7,0.179,0,1,26,0.593,7.5,1264.04,recovery|footwear|apparel,2026-06-03~$72~recovery~discount:0.12~returned:0|2026-05-03~$60~recovery~discount:0.2~returned:0|2026-04-19~$53~recovery+footwear~discount:0.25~returned:0|2026-03-27~$68~recovery~discount:0.24~returned:0|2026-03-01~$57~recovery~discount:0.18~returned:0|2026-02-10~$124~recovery~discount:0.16~returned:0,active frequent shopper; strongest interest in recovery; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:26|orders:13|discount_share:0.179|return_rate:0|top_category:recovery
C-01708,train,Queensland,retail-store,none,21,12,907.39,75.62,0.175,0,1,40,0.567,7.8,1206.83,camp|packs|apparel,2026-05-19~$83~camp~discount:0.22~returned:0|2026-03-27~$84~camp~discount:0.15~returned:0|2026-01-31~$71~camp~discount:0.15~returned:0|2025-12-03~$67~camp+packs~discount:0.1~returned:0|2025-10-18~$77~camp~discount:0.14~returned:0|2025-08-17~$40~accessories+camp~discount:0.2~returned:0,active regular shopper; strongest interest in camp; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:40|orders:12|discount_share:0.175|return_rate:0|top_category:camp
C-01709,validation,New South Wales,organic,gold,25,27,4673.32,173.09,0,0.057,0,8,0.799,9.4,6402.45,jackets|hydration|camp,2026-06-22~$166~jackets+recovery~discount:0~returned:0|2026-05-21~$152~accessories+jackets+packs~discount:0.04~returned:0|2026-04-28~$216~jackets~discount:0.02~returned:0|2026-03-30~$209~camp+hydration+jackets~discount:0~returned:0|2026-03-07~$212~jackets+hydration~discount:0.07~returned:0|2026-02-08~$125~hydration+jackets~discount:0~returned:0,loyal frequent shopper; strongest interest in jackets; low price sensitivity; low churn risk,loyal,low,frequent,low,Early access and premium bundle,days_since_order:8|orders:27|discount_share:0|return_rate:0.057|top_category:jackets
C-01710,test,Western Australia,organic,gold,36,23,2775.61,120.68,0.04,0.044,0,19,0.799,8.4,4107.9,packs|recovery|hydration,2026-06-10~$85~packs~discount:0~returned:1|2026-05-04~$140~packs~discount:0.09~returned:0|2026-04-03~$151~packs~discount:0.05~returned:0|2026-03-08~$136~jackets+packs~discount:0.03~returned:0|2026-02-05~$133~packs~discount:0.02~returned:0|2026-01-02~$74~packs~discount:0~returned:0,loyal regular shopper; strongest interest in packs; low price sensitivity; low churn risk,loyal,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:23|discount_share:0.04|return_rate:0.044|top_category:packs
C-01711,train,New South Wales,referral,silver,9,5,303.16,60.63,0.278,0.195,1,22,0.624,8.2,366.82,camp|packs|jackets,2026-06-05~$73~camp~discount:0.34~returned:1|2026-04-06~$43~jackets~discount:0.24~returned:0|2026-02-02~$69~camp~discount:0.26~returned:0|2025-12-02~$69~camp~discount:0.23~returned:0|2025-10-02~$50~packs~discount:0.26~returned:0,at-risk regular shopper; strongest interest in camp; high price sensitivity; low churn risk,at-risk,high,regular,low,Second-purchase education sequence,days_since_order:22|orders:5|discount_share:0.278|return_rate:0.195|top_category:camp
C-01712,train,New South Wales,referral,bronze,2,6,387.08,64.51,0.215,0.071,0,24,0.756,6.8,441.27,apparel|hydration|camp,2026-06-06~$57~apparel+camp~discount:0.31~returned:0|2026-05-25~$69~apparel~discount:0.19~returned:1|2026-05-22~$69~apparel~discount:0.24~returned:0|2026-05-12~$70~apparel~discount:0.18~returned:0|2026-05-03~$64~apparel~discount:0.14~returned:0|2026-04-29~$59~hydration~discount:0.2~returned:0,at-risk frequent shopper; strongest interest in apparel; medium price sensitivity; low churn risk,at-risk,medium,frequent,low,Second-purchase education sequence,days_since_order:24|orders:6|discount_share:0.215|return_rate:0.071|top_category:apparel
C-01713,train,Victoria,organic,bronze,23,5,416.34,83.27,0.288,0.193,3,110,0.442,4.5,562.06,jackets|footwear|camp,2026-03-11~$107~jackets+footwear~discount:0.22~returned:0|2025-10-17~$55~jackets+camp~discount:0.28~returned:0|2025-05-24~$74~camp+jackets~discount:0.29~returned:0|2024-12-29~$100~jackets+footwear~discount:0.23~returned:0|2024-08-07~$80~jackets~discount:0.28~returned:0,at-risk occasional shopper; strongest interest in jackets; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:110|orders:5|discount_share:0.288|return_rate:0.193|top_category:jackets
C-01714,train,South Australia,search,none,20,10,883.53,88.35,0.19,0.019,1,39,0.525,9.8,1166.26,apparel|jackets|hydration,2026-05-16~$75~apparel~discount:0.16~returned:0|2026-03-18~$85~apparel~discount:0.16~returned:0|2026-01-13~$75~apparel~discount:0.27~returned:0|2025-11-10~$113~apparel~discount:0.22~returned:0|2025-09-10~$51~hydration~discount:0.18~returned:0|2025-07-14~$63~apparel~discount:0.13~returned:0,active regular shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:39|orders:10|discount_share:0.19|return_rate:0.019|top_category:apparel
C-01715,train,Queensland,search,silver,27,16,2101.64,131.35,0.001,0.111,2,22,0.701,8.7,2921.28,accessories|apparel|camp,2026-06-06~$167~accessories~discount:0.01~returned:0|2026-04-24~$116~apparel~discount:0.03~returned:0|2026-03-08~$81~accessories~discount:0.08~returned:1|2026-01-20~$144~camp+recovery~discount:0.03~returned:0|2025-12-06~$148~accessories~discount:0.06~returned:0|2025-10-21~$133~accessories~discount:0.02~returned:0,active regular shopper; strongest interest in accessories; low price sensitivity; low churn risk,active,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:22|orders:16|discount_share:0.001|return_rate:0.111|top_category:accessories
C-01716,train,New South Wales,referral,gold,26,16,1952.21,122.01,0.163,0.037,0,22,0.659,7.9,2694.05,apparel|packs|accessories,2026-06-06~$90~apparel~discount:0.15~returned:0|2026-04-17~$161~packs+apparel~discount:0.23~returned:0|2026-03-08~$154~apparel~discount:0.1~returned:0|2026-01-23~$88~apparel~discount:0.2~returned:0|2025-12-05~$101~apparel~discount:0.1~returned:0|2025-10-22~$143~apparel~discount:0.16~returned:0,active regular shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,regular,low,Loyalty upgrade with category cross-sell,days_since_order:22|orders:16|discount_share:0.163|return_rate:0.037|top_category:apparel
C-01717,train,Victoria,paid-social,none,23,13,1209.75,93.06,0.175,0.067,1,29,0.546,7.5,1633.16,hydration|jackets|footwear,2026-05-28~$82~hydration~discount:0.17~returned:0|2026-04-06~$114~jackets+hydration~discount:0.14~returned:0|2026-02-05~$112~hydration~discount:0.14~returned:0|2025-12-17~$65~hydration~discount:0.16~returned:0|2025-10-17~$74~recovery~discount:0.22~returned:0|2025-08-24~$97~hydration~discount:0.11~returned:0,active regular shopper; strongest interest in hydration; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:29|orders:13|discount_share:0.175|return_rate:0.067|top_category:hydration
C-01718,train,Tasmania,retail-store,silver,25,11,1018.28,92.57,0.09,0.043,2,32,0.516,6.3,1395.04,apparel|accessories|recovery,2026-05-27~$86~apparel~discount:0.08~returned:0|2026-03-19~$108~apparel~discount:0.12~returned:1|2026-01-14~$100~apparel~discount:0.11~returned:0|2025-11-08~$105~apparel~discount:0.09~returned:0|2025-08-31~$102~apparel~discount:0.03~returned:0|2025-06-27~$88~accessories~discount:0.06~returned:0,at-risk regular shopper; strongest interest in apparel; low price sensitivity; low churn risk,at-risk,low,regular,low,Free shipping threshold reminder,days_since_order:32|orders:11|discount_share:0.09|return_rate:0.043|top_category:apparel
C-01719,validation,Victoria,referral,silver,23,17,2308.68,135.8,0.077,0.038,0,15,0.677,7.6,3116.72,jackets|accessories|footwear,2026-06-10~$157~jackets~discount:0.05~returned:0|2026-05-02~$149~accessories+packs+jackets~discount:0.15~returned:0|2026-03-23~$119~footwear~discount:0.04~returned:0|2026-02-04~$158~jackets~discount:0.05~returned:0|2025-12-21~$182~jackets~discount:0.19~returned:0|2025-11-14~$119~packs+jackets~discount:0~returned:0,active frequent shopper; strongest interest in jackets; low price sensitivity; low churn risk,active,low,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:15|orders:17|discount_share:0.077|return_rate:0.038|top_category:jackets
C-01720,test,Queensland,search,none,8,10,809.54,80.95,0.203,0.022,1,22,0.53,7.1,971.45,packs|accessories|recovery,2026-06-08~$80~packs~discount:0.19~returned:0|2026-05-11~$66~accessories~discount:0.25~returned:0|2026-04-18~$69~packs~discount:0.23~returned:0|2026-03-22~$144~packs~discount:0.25~returned:0|2026-03-01~$118~recovery+packs~discount:0.11~returned:0|2026-01-29~$81~packs~discount:0.31~returned:0,active frequent shopper; strongest interest in packs; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:22|orders:10|discount_share:0.203|return_rate:0.022|top_category:packs
C-01721,train,Queensland,search,bronze,28,13,1092.29,84.02,0.191,0.038,3,20,0.631,8.2,1529.21,jackets|recovery|hydration,2026-06-07~$91~recovery+jackets~discount:0.14~returned:0|2026-04-12~$56~jackets~discount:0.15~returned:0|2026-02-16~$80~jackets~discount:0.2~returned:0|2025-12-22~$95~jackets+packs+apparel~discount:0.24~returned:0|2025-10-24~$82~jackets~discount:0.15~returned:0|2025-08-30~$51~jackets~discount:0.2~returned:0,at-risk regular shopper; strongest interest in jackets; medium price sensitivity; low churn risk,at-risk,medium,regular,low,Free shipping threshold reminder,days_since_order:20|orders:13|discount_share:0.191|return_rate:0.038|top_category:jackets
C-01722,train,Victoria,organic,silver,22,11,788.71,71.7,0.161,0.127,2,17,0.433,7.3,1056.87,packs|camp|apparel,2026-06-12~$112~packs~discount:0.03~returned:0|2026-04-09~$82~packs~discount:0.19~returned:0|2026-02-02~$75~camp~discount:0.22~returned:0|2025-11-27~$39~jackets~discount:0.24~returned:0|2025-09-24~$63~apparel~discount:0.21~returned:0|2025-07-25~$73~packs~discount:0.18~returned:0,active regular shopper; strongest interest in packs; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:17|orders:11|discount_share:0.161|return_rate:0.127|top_category:packs
C-01723,train,South Australia,search,gold,27,17,2766.27,162.72,0.025,0.027,1,9,0.878,8.8,3845.12,apparel|footwear|recovery,2026-06-20~$116~recovery~discount:0.13~returned:0|2026-05-04~$118~apparel~discount:0.1~returned:0|2026-03-22~$227~apparel~discount:0~returned:0|2026-02-10~$129~apparel+footwear~discount:0.05~returned:0|2025-12-30~$154~apparel+packs~discount:0~returned:0|2025-11-14~$128~apparel+camp~discount:0.09~returned:0,active regular shopper; strongest interest in apparel; low price sensitivity; low churn risk,active,low,regular,low,Early access and premium bundle,days_since_order:9|orders:17|discount_share:0.025|return_rate:0.027|top_category:apparel
C-01724,train,Queensland,referral,silver,36,17,2357.33,138.67,0.144,0.046,2,21,0.741,8.8,3488.85,camp|footwear|hydration,2026-06-08~$119~camp~discount:0.19~returned:0|2026-04-22~$187~camp+footwear~discount:0.12~returned:0|2026-03-14~$146~camp~discount:0.12~returned:0|2026-01-30~$155~camp+footwear~discount:0.19~returned:0|2025-12-14~$166~hydration+camp~discount:0.14~returned:0|2025-11-05~$108~camp+footwear~discount:0.17~returned:1,active regular shopper; strongest interest in camp; medium price sensitivity; low churn risk,active,medium,regular,low,Loyalty upgrade with category cross-sell,days_since_order:21|orders:17|discount_share:0.144|return_rate:0.046|top_category:camp
C-01725,train,New South Wales,organic,silver,4,6,485.27,80.88,0.167,0.035,1,21,0.709,7.8,562.91,jackets,2026-06-05~$93~jackets~discount:0.18~returned:0|2026-05-17~$55~jackets~discount:0.2~returned:0|2026-04-25~$114~jackets~discount:0.14~returned:0|2026-04-09~$78~jackets~discount:0.12~returned:0|2026-03-21~$73~jackets~discount:0.18~returned:1|2026-03-01~$71~jackets~discount:0.19~returned:0,new frequent shopper; strongest interest in jackets; medium price sensitivity; low churn risk,new,medium,frequent,low,Second-purchase education sequence,days_since_order:21|orders:6|discount_share:0.167|return_rate:0.035|top_category:jackets
C-01726,train,Tasmania,retail-store,silver,3,5,352.68,70.54,0.326,0.144,0,19,0.621,7.5,405.58,footwear|hydration,2026-06-04~$95~footwear~discount:0.27~returned:0|2026-05-22~$41~footwear~discount:0.3~returned:0|2026-05-03~$66~footwear~discount:0.28~returned:0|2026-04-16~$83~hydration~discount:0.41~returned:0|2026-03-24~$68~footwear~discount:0.38~returned:0,at-risk frequent shopper; strongest interest in footwear; high price sensitivity; low churn risk,at-risk,high,frequent,low,Second-purchase education sequence,days_since_order:19|orders:5|discount_share:0.326|return_rate:0.144|top_category:footwear
C-01727,train,Victoria,referral,silver,27,5,412.17,82.43,0.299,0.14,2,114,0.389,7.2,572.92,camp|recovery|jackets,2026-03-05~$76~recovery~discount:0.36~returned:0|2025-10-12~$102~camp~discount:0.35~returned:1|2025-05-17~$90~camp~discount:0.3~returned:0|2024-12-23~$57~footwear+jackets~discount:0.35~returned:0|2024-07-29~$86~camp~discount:0.28~returned:0,at-risk occasional shopper; strongest interest in camp; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:114|orders:5|discount_share:0.299|return_rate:0.14|top_category:camp
C-01728,train,Queensland,referral,bronze,22,12,1184.78,98.73,0.204,0.081,1,36,0.581,7.9,1587.61,packs|apparel|hydration,2026-05-19~$111~packs~discount:0.2~returned:0|2026-03-28~$81~packs~discount:0.17~returned:0|2026-01-31~$85~packs~discount:0.18~returned:0|2025-12-06~$86~packs~discount:0.26~returned:0|2025-10-08~$85~jackets+camp+hydration~discount:0.19~returned:0|2025-08-13~$106~packs~discount:0.17~returned:1,active regular shopper; strongest interest in packs; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:36|orders:12|discount_share:0.204|return_rate:0.081|top_category:packs
C-01729,validation,South Australia,referral,silver,12,4,354.27,88.57,0.266,0.071,2,28,0.806,7.6,439.29,accessories|apparel|camp,2026-05-27~$86~accessories~discount:0.24~returned:0|2026-02-06~$91~camp+apparel~discount:0.16~returned:0|2025-10-17~$89~accessories+footwear~discount:0.25~returned:0|2025-07-04~$88~accessories~discount:0.27~returned:0,active regular shopper; strongest interest in accessories; medium price sensitivity; low churn risk,active,medium,regular,low,Second-purchase education sequence,days_since_order:28|orders:4|discount_share:0.266|return_rate:0.071|top_category:accessories
C-01730,test,New South Wales,organic,none,34,6,413.94,68.99,0.303,0.215,4,117,0.13,5.9,604.35,accessories|jackets,2026-03-04~$75~jackets~discount:0.31~returned:1|2025-11-07~$86~accessories~discount:0.32~returned:0|2025-07-10~$68~accessories~discount:0.29~returned:1|2025-03-19~$62~accessories~discount:0.23~returned:0|2024-11-22~$69~jackets~discount:0.26~returned:0|2024-07-27~$54~accessories~discount:0.38~returned:1,at-risk occasional shopper; strongest interest in accessories; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:117|orders:6|discount_share:0.303|return_rate:0.215|top_category:accessories
C-01731,train,Western Australia,retail-store,bronze,20,13,1158.64,89.13,0.119,0.031,2,31,0.707,7.9,1529.4,recovery|accessories|jackets,2026-05-29~$111~accessories~discount:0.19~returned:0|2026-04-06~$103~recovery~discount:0.15~returned:0|2026-02-24~$110~jackets+recovery~discount:0.12~returned:0|2026-01-07~$119~recovery~discount:0.17~returned:0|2025-11-14~$69~apparel~discount:0.07~returned:0|2025-09-30~$79~recovery~discount:0.15~returned:0,active regular shopper; strongest interest in recovery; low price sensitivity; low churn risk,active,low,regular,low,Free shipping threshold reminder,days_since_order:31|orders:13|discount_share:0.119|return_rate:0.031|top_category:recovery
C-01732,train,New South Wales,retail-store,silver,31,21,2929.76,139.51,0.092,0.044,1,19,0.874,7.9,4189.56,camp|jackets|hydration,2026-06-06~$130~recovery+accessories+camp~discount:0.08~returned:0|2026-05-05~$132~camp~discount:0.15~returned:0|2026-03-27~$142~camp+jackets+footwear~discount:0.11~returned:0|2026-02-26~$164~camp~discount:0.17~returned:0|2026-01-25~$166~camp~discount:0.09~returned:0|2025-12-20~$157~hydration+camp~discount:0.09~returned:0,loyal regular shopper; strongest interest in camp; low price sensitivity; low churn risk,loyal,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:21|discount_share:0.092|return_rate:0.044|top_category:camp
C-01733,train,New South Wales,retail-store,gold,32,18,2315.81,128.66,0.162,0.057,1,15,0.657,10,3334.77,packs|camp|accessories,2026-06-14~$117~packs~discount:0.13~returned:0|2026-04-30~$182~packs~discount:0.18~returned:0|2026-03-26~$124~packs~discount:0.13~returned:0|2026-02-06~$135~packs~discount:0.22~returned:0|2025-12-31~$137~packs+accessories~discount:0.15~returned:0|2025-11-25~$103~packs~discount:0.15~returned:0,active regular shopper; strongest interest in packs; medium price sensitivity; low churn risk,active,medium,regular,low,Loyalty upgrade with category cross-sell,days_since_order:15|orders:18|discount_share:0.162|return_rate:0.057|top_category:packs
C-01734,train,Tasmania,referral,bronze,24,13,1048.56,80.66,0.124,0.087,0,32,0.613,6.9,1426.04,footwear|recovery|jackets,2026-05-28~$82~recovery~discount:0.08~returned:0|2026-04-02~$59~footwear~discount:0.06~returned:0|2026-02-07~$87~footwear~discount:0.18~returned:1|2025-12-08~$90~footwear~discount:0.13~returned:0|2025-10-15~$66~footwear~discount:0.16~returned:0|2025-08-20~$49~recovery~discount:0.22~returned:0,active regular shopper; strongest interest in footwear; low price sensitivity; low churn risk,active,low,regular,low,Free shipping threshold reminder,days_since_order:32|orders:13|discount_share:0.124|return_rate:0.087|top_category:footwear
C-01735,train,Western Australia,search,bronze,29,15,1226.91,81.79,0.086,0.109,0,34,0.559,7,1729.94,accessories|camp|jackets,2026-05-23~$108~apparel+jackets~discount:0.17~returned:0|2026-04-09~$69~accessories~discount:0.09~returned:0|2026-02-15~$53~footwear+accessories~discount:0.13~returned:1|2025-12-31~$82~accessories~discount:0.02~returned:0|2025-11-16~$100~accessories~discount:0.09~returned:0|2025-09-21~$67~jackets~discount:0.16~returned:0,active regular shopper; strongest interest in accessories; low price sensitivity; low churn risk,active,low,regular,low,Free shipping threshold reminder,days_since_order:34|orders:15|discount_share:0.086|return_rate:0.109|top_category:accessories
C-01736,train,Victoria,search,silver,15,21,2654.09,126.39,0.18,0.054,0,21,0.577,7.3,3370.69,apparel|footwear|camp,2026-06-03~$158~footwear+apparel~discount:0.12~returned:0|2026-05-14~$67~camp+apparel~discount:0.24~returned:0|2026-04-21~$113~apparel+camp~discount:0.2~returned:0|2026-04-01~$134~apparel~discount:0.24~returned:0|2026-03-11~$103~apparel~discount:0.08~returned:0|2026-02-18~$163~recovery+apparel~discount:0.15~returned:0,active frequent shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:21|orders:21|discount_share:0.18|return_rate:0.054|top_category:apparel
C-01737,train,Tasmania,referral,silver,13,14,1207.02,86.22,0.163,0.102,2,39,0.679,7.3,1508.78,apparel|camp|jackets,2026-05-16~$89~apparel~discount:0.17~returned:0|2026-04-23~$55~apparel~discount:0.26~returned:0|2026-03-27~$77~apparel~discount:0.21~returned:0|2026-02-27~$127~apparel~discount:0.04~returned:0|2026-01-26~$115~apparel~discount:0.12~returned:0|2026-01-04~$108~apparel~discount:0.04~returned:0,active frequent shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:39|orders:14|discount_share:0.163|return_rate:0.102|top_category:apparel
C-01738,train,Victoria,retail-store,silver,28,8,612.77,76.6,0.254,0.096,1,119,0.245,5.3,857.88,jackets|hydration|recovery,2026-03-01~$62~jackets~discount:0.23~returned:0|2025-12-07~$70~apparel+jackets~discount:0.23~returned:0|2025-09-11~$77~hydration+jackets~discount:0.21~returned:0|2025-06-22~$83~jackets+recovery~discount:0.27~returned:0|2025-04-02~$79~jackets~discount:0.29~returned:0|2025-01-11~$90~jackets~discount:0.28~returned:0,at-risk occasional shopper; strongest interest in jackets; medium price sensitivity; high churn risk,at-risk,medium,occasional,high,Win-back offer with service recovery,days_since_order:119|orders:8|discount_share:0.254|return_rate:0.096|top_category:jackets
C-01739,validation,South Australia,referral,silver,10,11,896.12,81.47,0.176,0.093,2,42,0.586,7.4,1093.27,recovery|hydration|packs,2026-05-13~$87~recovery~discount:0.14~returned:0|2026-04-19~$101~recovery+hydration~discount:0.2~returned:0|2026-03-28~$67~packs~discount:0.13~returned:0|2026-02-24~$107~jackets+recovery~discount:0.16~returned:0|2026-01-31~$70~recovery~discount:0.09~returned:0|2026-01-06~$73~recovery~discount:0.17~returned:0,active frequent shopper; strongest interest in recovery; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:42|orders:11|discount_share:0.176|return_rate:0.093|top_category:recovery
C-01740,test,Victoria,paid-social,silver,2,4,286.69,71.67,0.259,0.084,1,19,0.551,9.2,326.83,camp|hydration|apparel,2026-06-09~$68~hydration+camp~discount:0.27~returned:0|2026-05-27~$54~camp~discount:0.28~returned:0|2026-05-09~$71~camp+apparel~discount:0.34~returned:1|2026-04-29~$94~camp~discount:0.29~returned:0,at-risk frequent shopper; strongest interest in camp; medium price sensitivity; low churn risk,at-risk,medium,frequent,low,Second-purchase education sequence,days_since_order:19|orders:4|discount_share:0.259|return_rate:0.084|top_category:camp
C-01741,train,Victoria,referral,none,2,3,189,63,0.209,0.016,1,14,0.745,8.3,215.46,recovery|apparel,2026-06-13~$68~recovery~discount:0.29~returned:0|2026-05-23~$65~apparel~discount:0.23~returned:0|2026-04-30~$56~recovery~discount:0.28~returned:0,new frequent shopper; strongest interest in recovery; medium price sensitivity; low churn risk,new,medium,frequent,low,Second-purchase education sequence,days_since_order:14|orders:3|discount_share:0.209|return_rate:0.016|top_category:recovery
C-01742,train,South Australia,organic,none,23,7,468.54,66.93,0.263,0.168,3,146,0.02,6.1,632.53,recovery|hydration|accessories,2026-02-04~$72~accessories+hydration~discount:0.25~returned:0|2025-11-03~$62~packs+recovery~discount:0.23~returned:0|2025-07-29~$73~recovery~discount:0.32~returned:0|2025-05-01~$58~recovery~discount:0.2~returned:0|2025-02-04~$71~hydration+recovery+accessories~discount:0.23~returned:0|2024-11-06~$59~recovery~discount:0.24~returned:0,at-risk occasional shopper; strongest interest in recovery; medium price sensitivity; high churn risk,at-risk,medium,occasional,high,Win-back offer with service recovery,days_since_order:146|orders:7|discount_share:0.263|return_rate:0.168|top_category:recovery
C-01743,train,Tasmania,paid-social,bronze,24,15,1243.63,82.91,0.141,0.088,0,31,0.555,7.6,1691.34,recovery|footwear|packs,2026-05-26~$119~recovery+jackets+footwear~discount:0.15~returned:1|2026-04-10~$62~recovery~discount:0.12~returned:0|2026-02-20~$120~recovery~discount:0.16~returned:0|2026-01-04~$75~recovery~discount:0.15~returned:0|2025-11-17~$78~recovery~discount:0.27~returned:0|2025-09-27~$68~recovery~discount:0.08~returned:0,active regular shopper; strongest interest in recovery; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:31|orders:15|discount_share:0.141|return_rate:0.088|top_category:recovery
C-01744,train,Western Australia,retail-store,silver,23,16,1431.97,89.5,0.246,0.128,1,33,0.557,8.6,1933.16,recovery|camp|apparel,2026-05-28~$76~recovery~discount:0.27~returned:0|2026-04-10~$90~recovery~discount:0.32~returned:1|2026-03-01~$62~recovery~discount:0.22~returned:0|2026-01-14~$102~recovery~discount:0.2~returned:0|2025-12-01~$118~footwear+recovery~discount:0.27~returned:0|2025-10-16~$104~recovery~discount:0.23~returned:0,active regular shopper; strongest interest in recovery; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:33|orders:16|discount_share:0.246|return_rate:0.128|top_category:recovery
