order_id,customer_id,order_date,sales_channel,campaign,discount_rate,order_total,items,returned
O-0018538,C-01685,2025-10-31,online,member-event,0.14,69.36,1,0
O-0018539,C-01686,2024-07-28,online,trail-season,0.14,93.32,1,0
O-0018540,C-01686,2024-08-29,online,trail-season,0.22,124.52,5,0
O-0018541,C-01686,2024-10-01,online,member-event,0.06,110.21,1,0
O-0018542,C-01686,2024-11-11,online,cart-recovery,0.12,132.12,3,0
O-0018543,C-01686,2024-12-19,online,always-on,0.12,142.17,3,0
O-0018544,C-01686,2025-01-24,retail-store,winter-layering,0.13,121.11,3,0
O-0018545,C-01686,2025-02-26,online,always-on,0.18,112.18,3,0
O-0018546,C-01686,2025-04-02,online,cart-recovery,0.22,143.47,3,0
O-0018547,C-01686,2025-05-08,online,always-on,0.21,135.92,2,0
O-0018548,C-01686,2025-06-13,online,member-event,0.09,124.74,4,0
O-0018549,C-01686,2025-07-17,online,member-event,0.02,128.97,4,0
O-0018550,C-01686,2025-08-17,online,winter-layering,0.06,163.85,3,1
O-0018551,C-01686,2025-09-25,online,winter-layering,0.07,112.24,1,0
O-0018552,C-01686,2025-11-01,online,trail-season,0.09,117.14,1,0
O-0018553,C-01686,2025-12-08,retail-store,cart-recovery,0.16,113.93,3,0
O-0018554,C-01686,2026-01-12,online,always-on,0.18,122.54,3,0
O-0018555,C-01686,2026-02-17,online,member-event,0.21,134.32,2,0
O-0018556,C-01686,2026-03-22,online,cart-recovery,0.15,125.97,3,0
O-0018557,C-01686,2026-04-28,online,always-on,0.1,151.63,4,0
O-0018558,C-01686,2026-06-01,online,trail-season,0.11,88.01,3,0
O-0018559,C-01687,2024-07-29,online,trail-season,0.07,154.72,3,0
O-0018560,C-01687,2024-08-31,online,member-event,0.11,116.17,1,1
O-0018561,C-01687,2024-10-13,online,cart-recovery,0.16,78.33,3,0
O-0018562,C-01687,2024-11-13,online,member-event,0.16,138.49,3,0
O-0018563,C-01687,2024-12-23,retail-store,winter-layering,0.12,158.28,2,0
O-0018564,C-01687,2025-02-05,online,always-on,0.2,109.18,2,0
O-0018565,C-01687,2025-03-10,online,winter-layering,0.15,125.12,1,0
O-0018566,C-01687,2025-04-20,retail-store,winter-layering,0.13,94.55,2,0
O-0018567,C-01687,2025-05-29,online,winter-layering,0.16,123.18,4,1
O-0018568,C-01687,2025-07-06,retail-store,member-event,0.15,112.39,3,0
O-0018569,C-01687,2025-08-13,retail-store,trail-season,0.13,157.01,3,1
O-0018570,C-01687,2025-09-19,online,always-on,0.14,117.38,3,0
O-0018571,C-01687,2025-10-29,online,always-on,0.15,116.48,2,1
O-0018572,C-01687,2025-12-05,online,trail-season,0.15,112.72,1,0
O-0018573,C-01687,2026-01-13,online,always-on,0.13,143.98,2,0
O-0018574,C-01687,2026-02-15,online,cart-recovery,0.22,223.95,4,0
O-0018575,C-01687,2026-03-29,retail-store,trail-season,0.27,137.43,3,0
O-0018576,C-01687,2026-05-06,online,trail-season,0.12,89.69,2,0
O-0018577,C-01687,2026-06-13,online,member-event,0.18,134.74,3,0
O-0018578,C-01688,2024-07-30,online,always-on,0.07,149.65,1,0
O-0018579,C-01688,2024-08-31,retail-store,always-on,0.14,106.31,2,0
O-0018580,C-01688,2024-10-06,online,always-on,0.03,96.93,1,0
O-0018581,C-01688,2024-11-15,online,winter-layering,0.06,154.52,3,0
O-0018582,C-01688,2024-12-19,online,winter-layering,0.02,120.07,2,0
O-0018583,C-01688,2025-01-25,online,cart-recovery,0.08,148.93,4,0
O-0018584,C-01688,2025-02-25,retail-store,trail-season,0,133.65,1,0
O-0018585,C-01688,2025-04-05,online,cart-recovery,0.01,133.18,3,0
O-0018586,C-01688,2025-05-12,retail-store,always-on,0.07,139.6,2,0
O-0018587,C-01688,2025-06-18,online,trail-season,0,167.22,3,0
O-0018588,C-01688,2025-07-26,online,winter-layering,0.07,173.76,2,0
O-0018589,C-01688,2025-08-24,online,winter-layering,0.01,141.65,2,0
O-0018590,C-01688,2025-10-05,online,member-event,0,92.48,3,0
O-0018591,C-01688,2025-11-09,online,member-event,0.03,180.59,1,1
O-0018592,C-01688,2025-12-13,retail-store,cart-recovery,0.04,116.87,1,0
O-0018593,C-01688,2026-01-22,online,cart-recovery,0.11,154.5,1,0
O-0018594,C-01688,2026-02-21,online,trail-season,0,179.74,2,0
O-0018595,C-01688,2026-03-28,online,winter-layering,0,116.73,4,0
O-0018596,C-01688,2026-05-07,retail-store,trail-season,0.11,128.78,1,0
O-0018597,C-01688,2026-06-17,online,trail-season,0.02,146.42,2,0
O-0018598,C-01689,2025-07-03,online,always-on,0.28,104.18,3,0
O-0018599,C-01689,2025-11-02,online,winter-layering,0.24,55.83,2,0
O-0018600,C-01689,2026-02-26,online,always-on,0.18,51.67,2,0
O-0018601,C-01690,2024-09-02,retail-store,trail-season,0.26,68.55,1,0
O-0018602,C-01690,2024-10-29,online,always-on,0.28,83.43,2,0
O-0018603,C-01690,2024-12-18,online,member-event,0.13,39.26,1,0
O-0018604,C-01690,2025-02-13,online,always-on,0.13,77.2,1,0
O-0018605,C-01690,2025-03-30,online,winter-layering,0.19,63.27,1,0
O-0018606,C-01690,2025-05-29,online,always-on,0.12,91.61,1,0
O-0018607,C-01690,2025-07-20,online,trail-season,0.19,93.72,2,0
O-0018608,C-01690,2025-09-11,online,winter-layering,0.2,93.07,1,0
O-0018609,C-01690,2025-11-02,online,winter-layering,0.26,99.21,3,0
O-0018610,C-01690,2025-12-27,retail-store,winter-layering,0.22,88.62,1,0
O-0018611,C-01690,2026-02-07,online,cart-recovery,0.29,124.5,4,0
O-0018612,C-01690,2026-04-04,online,always-on,0.22,92.8,2,0
O-0018613,C-01690,2026-05-26,online,member-event,0.26,117.76,1,0
O-0018614,C-01691,2024-07-27,online,member-event,0.02,166.85,2,0
O-0018615,C-01691,2024-08-25,online,always-on,0,123.25,1,0
O-0018616,C-01691,2024-09-21,online,trail-season,0,80.09,3,0
O-0018617,C-01691,2024-10-16,retail-store,trail-season,0.01,199.82,4,0
O-0018618,C-01691,2024-11-10,retail-store,trail-season,0.06,185.14,3,0
O-0018619,C-01691,2024-12-05,online,cart-recovery,0.04,109.7,1,0
O-0018620,C-01691,2025-01-02,online,cart-recovery,0.01,169.26,2,0
O-0018621,C-01691,2025-01-31,retail-store,trail-season,0.09,192.51,3,0
O-0018622,C-01691,2025-02-26,online,trail-season,0.06,244.3,3,0
O-0018623,C-01691,2025-03-24,online,cart-recovery,0,110.31,1,0
O-0018624,C-01691,2025-04-18,retail-store,trail-season,0.02,207.05,3,0
O-0018625,C-01691,2025-05-14,online,cart-recovery,0.08,158.72,2,0
O-0018626,C-01691,2025-06-10,online,winter-layering,0.14,95.6,2,0
O-0018627,C-01691,2025-07-07,online,trail-season,0.03,164.65,2,1
O-0018628,C-01691,2025-08-03,retail-store,always-on,0,235.5,4,0
O-0018629,C-01691,2025-08-29,online,trail-season,0.1,158.61,3,0
O-0018630,C-01691,2025-09-25,online,cart-recovery,0.01,143.28,1,0
O-0018631,C-01691,2025-10-20,online,trail-season,0,156.06,2,0
O-0018632,C-01691,2025-11-16,online,member-event,0.05,127.87,1,0
O-0018633,C-01691,2025-12-10,online,member-event,0.03,105.39,1,0
O-0018634,C-01691,2026-01-05,online,trail-season,0,75.25,1,0
O-0018635,C-01691,2026-02-01,retail-store,winter-layering,0,122.01,1,0
O-0018636,C-01691,2026-03-02,online,trail-season,0.03,128.79,1,0
O-0018637,C-01691,2026-03-30,online,winter-layering,0,136.47,4,0
O-0018638,C-01691,2026-04-26,online,always-on,0.04,154.3,2,0
O-0018639,C-01691,2026-05-21,retail-store,always-on,0.03,195.02,3,0
O-0018640,C-01691,2026-06-18,online,winter-layering,0,176.27,2,0
O-0018641,C-01692,2024-07-27,retail-store,cart-recovery,0.17,51.61,2,0
O-0018642,C-01692,2024-09-18,online,member-event,0.27,55.46,1,0
O-0018643,C-01692,2024-11-16,online,cart-recovery,0.18,81.83,2,0
O-0018644,C-01692,2025-01-08,retail-store,cart-recovery,0.13,94.74,2,0
O-0018645,C-01692,2025-03-08,online,member-event,0.21,90.87,1,0
O-0018646,C-01692,2025-05-05,online,winter-layering,0.17,73.82,2,0
O-0018647,C-01692,2025-06-30,online,member-event,0.2,62.15,2,0
O-0018648,C-01692,2025-08-19,online,winter-layering,0.18,74.84,1,0
O-0018649,C-01692,2025-10-23,retail-store,always-on,0.15,129.53,2,0
O-0018650,C-01692,2025-12-14,retail-store,cart-recovery,0.21,74.58,1,1
O-0018651,C-01692,2026-02-11,online,member-event,0.23,77.55,2,0
O-0018652,C-01692,2026-04-06,online,cart-recovery,0.14,79.32,2,0
O-0018653,C-01692,2026-06-02,online,winter-layering,0.15,80.28,2,0
O-0018654,C-01693,2026-04-29,retail-store,always-on,0.34,52.02,2,0
O-0018655,C-01693,2026-05-08,online,member-event,0.27,63.18,2,0
O-0018656,C-01693,2026-05-17,online,trail-season,0.23,44.46,1,0
O-0018657,C-01693,2026-05-28,retail-store,member-event,0.16,40.98,1,0
O-0018658,C-01693,2026-06-02,retail-store,member-event,0.16,82.72,1,0
O-0018659,C-01694,2025-07-04,online,always-on,0.08,72.99,2,0
O-0018660,C-01694,2025-07-27,online,member-event,0.17,83.09,1,0
O-0018661,C-01694,2025-08-24,online,always-on,0.15,99.16,2,1
O-0018662,C-01694,2025-09-28,online,trail-season,0.15,68.86,1,0
O-0018663,C-01694,2025-10-31,retail-store,winter-layering,0.02,70.39,1,0
O-0018664,C-01694,2025-11-26,online,member-event,0.05,74.86,1,0
O-0018665,C-01694,2025-12-25,online,winter-layering,0,60.53,1,0
O-0018666,C-01694,2026-01-28,online,winter-layering,0.13,81.87,1,0
O-0018667,C-01694,2026-02-27,online,trail-season,0.13,71.28,1,0
O-0018668,C-01694,2026-03-28,online,trail-season,0,74.61,2,0
O-0018669,C-01694,2026-04-26,online,cart-recovery,0.03,76.24,2,0
O-0018670,C-01694,2026-05-27,online,winter-layering,0.17,98.24,1,0
O-0018671,C-01695,2025-01-02,online,winter-layering,0.16,51.25,1,0
O-0018672,C-01695,2025-04-16,online,member-event,0.26,71.97,1,0
O-0018673,C-01695,2025-07-31,online,trail-season,0.31,70.64,1,0
O-0018674,C-01695,2025-11-11,retail-store,trail-season,0.28,47.25,1,0
O-0018675,C-01695,2026-02-25,online,winter-layering,0.18,63.31,2,0
O-0018676,C-01695,2026-06-08,online,cart-recovery,0.22,89.22,1,0
O-0018677,C-01696,2024-07-27,online,member-event,0.4,77.69,3,0
O-0018678,C-01696,2026-03-09,online,cart-recovery,0.31,58.4,1,0
O-0018679,C-01697,2024-12-31,online,trail-season,0.28,108.37,2,0
O-0018680,C-01697,2025-02-04,retail-store,member-event,0.22,146.53,2,0
O-0018681,C-01697,2025-03-12,online,cart-recovery,0.05,161.78,3,0
O-0018682,C-01697,2025-04-22,online,trail-season,0.23,175.15,3,0
O-0018683,C-01697,2025-05-21,online,cart-recovery,0.18,145.91,3,1
O-0018684,C-01697,2025-06-24,online,trail-season,0.12,149.46,4,0
O-0018685,C-01697,2025-08-05,online,winter-layering,0.23,141.36,2,0
O-0018686,C-01697,2025-09-01,online,always-on,0.1,121.65,1,0
O-0018687,C-01697,2025-10-13,retail-store,winter-layering,0.21,81.09,2,0
O-0018688,C-01697,2025-11-16,online,always-on,0.19,91.91,1,0
O-0018689,C-01697,2025-12-19,online,member-event,0.1,139.67,3,0
O-0018690,C-01697,2026-01-28,retail-store,cart-recovery,0.1,113.24,2,0
O-0018691,C-01697,2026-02-28,online,cart-recovery,0.15,144.44,4,0
O-0018692,C-01697,2026-04-07,online,member-event,0.16,135.55,1,0
O-0018693,C-01697,2026-05-11,online,member-event,0.13,119.46,3,0
O-0018694,C-01697,2026-06-17,online,trail-season,0.13,135.41,2,0
O-0018695,C-01698,2025-11-30,online,winter-layering,0.19,92.77,1,0
O-0018696,C-01698,2026-06-04,retail-store,always-on,0.24,63.67,1,0
O-0018697,C-01699,2025-04-03,online,member-event,0.31,68.63,1,0
O-0018698,C-01699,2025-08-24,retail-store,cart-recovery,0.17,78.23,1,0
O-0018699,C-01699,2026-01-02,online,winter-layering,0.23,39.09,1,0
O-0018700,C-01699,2026-05-28,online,cart-recovery,0.33,86.17,1,0
O-0018701,C-01700,2024-07-28,retail-store,always-on,0.23,90.08,1,0
O-0018702,C-01700,2024-09-17,online,winter-layering,0.24,93.89,1,0
O-0018703,C-01700,2024-11-18,online,cart-recovery,0.18,74.99,2,0
O-0018704,C-01700,2025-01-07,online,always-on,0.19,31.45,1,0
O-0018705,C-01700,2025-03-10,online,winter-layering,0.18,66.76,2,0
O-0018706,C-01700,2025-04-26,retail-store,always-on,0.24,81.67,1,0
O-0018707,C-01700,2025-06-30,online,cart-recovery,0.15,98.02,2,0
O-0018708,C-01700,2025-08-23,online,always-on,0.24,92.49,1,1
O-0018709,C-01700,2025-10-21,online,always-on,0.25,62.04,3,0
O-0018710,C-01700,2025-12-11,online,winter-layering,0.1,95.34,3,0
O-0018711,C-01700,2026-02-10,retail-store,winter-layering,0.2,69.78,1,1
O-0018712,C-01700,2026-04-07,online,winter-layering,0.27,65.36,1,0
O-0018713,C-01700,2026-06-02,online,trail-season,0.17,93.08,2,0
O-0018714,C-01701,2024-07-29,online,trail-season,0.07,120.66,1,0
O-0018715,C-01701,2024-10-04,online,winter-layering,0.19,193.09,5,0
O-0018716,C-01701,2024-12-09,online,winter-layering,0.09,128.76,3,0
O-0018717,C-01701,2025-02-18,online,cart-recovery,0.12,134.24,1,0
O-0018718,C-01701,2025-04-25,online,always-on,0.12,70.51,3,1
O-0018719,C-01701,2025-07-01,online,cart-recovery,0.13,101.58,3,0
O-0018720,C-01701,2025-09-10,online,trail-season,0.17,122.85,2,1
O-0018721,C-01701,2025-11-17,online,always-on,0.14,167.18,3,0
O-0018722,C-01701,2026-01-24,online,member-event,0.11,141.19,2,0
O-0018723,C-01701,2026-03-30,online,winter-layering,0.21,133.96,2,1
O-0018724,C-01701,2026-06-07,retail-store,winter-layering,0.1,120.05,3,0
O-0018725,C-01702,2026-03-01,retail-store,always-on,0.26,67.87,1,0
O-0018726,C-01702,2026-04-22,online,always-on,0.29,89.8,3,0
O-0018727,C-01702,2026-06-16,online,member-event,0.21,64.28,1,0
O-0018728,C-01703,2024-07-28,online,trail-season,0.25,84.63,1,0
O-0018729,C-01703,2024-11-07,online,cart-recovery,0.23,59.21,1,0
O-0018730,C-01703,2025-02-28,retail-store,winter-layering,0.29,70.55,1,0
O-0018731,C-01703,2025-06-15,retail-store,winter-layering,0.36,83.59,4,0
O-0018732,C-01703,2025-09-29,online,trail-season,0.26,101.8,1,0
O-0018733,C-01703,2026-01-14,online,always-on,0.3,90.98,4,0
O-0018734,C-01704,2025-01-29,online,trail-season,0.13,101.56,1,0
O-0018735,C-01704,2025-03-17,retail-store,winter-layering,0.1,65.41,1,0
O-0018736,C-01704,2025-04-26,online,trail-season,0.12,88.45,1,0
O-0018737,C-01704,2025-06-04,online,cart-recovery,0.14,107.64,2,0
O-0018738,C-01704,2025-07-13,online,winter-layering,0.12,61.05,1,0
O-0018739,C-01704,2025-08-22,online,always-on,0.12,92.42,1,1
O-0018740,C-01704,2025-10-05,online,member-event,0.12,76.76,1,0
O-0018741,C-01704,2025-11-12,online,winter-layering,0.2,80.05,2,0
O-0018742,C-01704,2025-12-22,online,always-on,0.13,83.07,2,0
O-0018743,C-01704,2026-02-02,online,always-on,0.12,113.55,2,0
O-0018744,C-01704,2026-03-15,online,trail-season,0.15,80.64,2,0
O-0018745,C-01704,2026-04-21,online,member-event,0.1,66.86,1,0
O-0018746,C-01704,2026-06-04,online,cart-recovery,0.19,72.42,2,0
O-0018747,C-01705,2024-10-07,online,member-event,0.08,105.72,2,0
O-0018748,C-01705,2024-12-04,online,winter-layering,0.16,84.45,3,0
O-0018749,C-01705,2025-02-03,online,winter-layering,0.12,106.44,2,0
O-0018750,C-01705,2025-04-03,online,member-event,0.14,82.48,1,0
O-0018751,C-01705,2025-06-03,online,winter-layering,0.15,104.05,3,0
O-0018752,C-01705,2025-07-27,online,member-event,0.22,85.38,3,0
O-0018753,C-01705,2025-09-26,online,trail-season,0.19,26.61,1,1
O-0018754,C-01705,2025-11-30,retail-store,always-on,0.17,65.38,2,0
O-0018755,C-01705,2026-01-29,online,winter-layering,0.16,87.14,1,1
O-0018756,C-01705,2026-03-29,online,winter-layering,0.12,80.97,2,0
O-0018757,C-01705,2026-05-27,online,trail-season,0.11,119.23,1,1
O-0018758,C-01706,2024-07-25,online,trail-season,0.3,55.03,2,0
O-0018759,C-01706,2024-09-29,retail-store,member-event,0.17,66.37,1,0
O-0018760,C-01706,2024-11-24,online,cart-recovery,0.22,86.09,1,0
O-0018761,C-01706,2025-01-27,retail-store,winter-layering,0.21,90.82,1,0
O-0018762,C-01706,2025-03-30,online,member-event,0.16,73.25,2,0
O-0018763,C-01706,2025-05-31,retail-store,cart-recovery,0.13,55.43,2,0
O-0018764,C-01706,2025-08-02,online,member-event,0.18,59.91,1,0
O-0018765,C-01706,2025-10-01,online,always-on,0.19,48.38,1,0
O-0018766,C-01706,2025-12-04,online,always-on,0.2,92,1,0
O-0018767,C-01706,2026-02-01,online,always-on,0.16,90.03,1,0
O-0018768,C-01706,2026-04-01,online,always-on,0.19,78.76,1,0
O-0018769,C-01706,2026-06-02,retail-store,trail-season,0.14,108.53,2,0
O-0018770,C-01707,2025-09-02,online,member-event,0.19,50.53,2,0
O-0018771,C-01707,2025-09-24,online,member-event,0.24,127.6,3,0
O-0018772,C-01707,2025-10-17,online,winter-layering,0.2,92.62,2,0
O-0018773,C-01707,2025-11-06,online,always-on,0.23,84.53,2,0
O-0018774,C-01707,2025-11-28,online,cart-recovery,0.21,80.63,1,0
O-0018775,C-01707,2025-12-22,online,member-event,0.21,103.13,1,0
O-0018776,C-01707,2026-01-14,online,member-event,0.12,62.4,3,0
O-0018777,C-01707,2026-02-10,online,winter-layering,0.16,123.86,1,0
O-0018778,C-01707,2026-03-01,online,winter-layering,0.18,57.04,3,0
O-0018779,C-01707,2026-03-27,online,cart-recovery,0.24,68.21,1,0
O-0018780,C-01707,2026-04-19,online,member-event,0.25,53,2,0
O-0018781,C-01707,2026-05-03,online,always-on,0.2,60.27,1,0
O-0018782,C-01707,2026-06-03,retail-store,trail-season,0.12,72.28,2,0
O-0018783,C-01708,2024-10-03,online,trail-season,0.15,89.71,4,0
O-0018784,C-01708,2024-11-23,online,trail-season,0.21,97.84,2,0
O-0018785,C-01708,2025-01-17,online,winter-layering,0.21,68.19,1,0
O-0018786,C-01708,2025-03-17,online,always-on,0.14,67.92,1,0
O-0018787,C-01708,2025-05-10,online,winter-layering,0.23,74.29,1,0
O-0018788,C-01708,2025-07-01,retail-store,winter-layering,0.21,88.67,3,0
O-0018789,C-01708,2025-08-17,online,cart-recovery,0.2,39.57,2,0
O-0018790,C-01708,2025-10-18,online,winter-layering,0.14,76.52,2,0
O-0018791,C-01708,2025-12-03,online,winter-layering,0.1,66.74,2,0
O-0018792,C-01708,2026-01-31,online,trail-season,0.15,70.76,1,0
O-0018793,C-01708,2026-03-27,online,always-on,0.15,84.21,1,0
O-0018794,C-01708,2026-05-19,online,winter-layering,0.22,82.97,1,0
O-0018795,C-01709,2024-07-25,online,always-on,0.04,215.47,5,0
O-0018796,C-01709,2024-08-24,retail-store,member-event,0.08,156.48,1,1
O-0018797,C-01709,2024-09-17,online,cart-recovery,0,152.09,4,0
O-0018798,C-01709,2024-10-14,retail-store,winter-layering,0,147.81,2,0
O-0018799,C-01709,2024-11-08,online,always-on,0,161.25,2,0
O-0018800,C-01709,2024-12-08,online,member-event,0,237.35,4,0
O-0018801,C-01709,2025-01-01,online,always-on,0,131.92,3,0
O-0018802,C-01709,2025-01-28,online,cart-recovery,0,117.35,1,0
O-0018803,C-01709,2025-02-27,online,winter-layering,0,159.46,4,0
O-0018804,C-01709,2025-03-23,retail-store,member-event,0.02,170.75,2,0
O-0018805,C-01709,2025-04-21,retail-store,winter-layering,0,223.16,3,0
O-0018806,C-01709,2025-05-18,online,cart-recovery,0,140.18,5,0
O-0018807,C-01709,2025-06-07,online,winter-layering,0,227.29,4,0
O-0018808,C-01709,2025-07-10,online,trail-season,0,144.04,4,0
O-0018809,C-01709,2025-08-06,retail-store,always-on,0,167.46,4,0
O-0018810,C-01709,2025-08-31,retail-store,always-on,0,116.87,1,0
O-0018811,C-01709,2025-09-26,online,winter-layering,0.05,212.27,5,0
O-0018812,C-01709,2025-10-23,retail-store,trail-season,0.01,187.11,3,1
O-0018813,C-01709,2025-11-15,online,cart-recovery,0,197.45,4,0
O-0018814,C-01709,2025-12-15,online,trail-season,0,172.73,3,0
O-0018815,C-01709,2026-01-10,online,trail-season,0,153.6,4,0
O-0018816,C-01709,2026-02-08,online,winter-layering,0,125.28,2,0
O-0018817,C-01709,2026-03-07,online,cart-recovery,0.07,212.49,4,0
O-0018818,C-01709,2026-03-30,online,member-event,0,209.49,4,0
O-0018819,C-01709,2026-04-28,online,member-event,0.02,216.16,3,0
O-0018820,C-01709,2026-05-21,retail-store,always-on,0.04,151.77,3,0
O-0018821,C-01709,2026-06-22,online,winter-layering,0,166.04,3,0
O-0018822,C-01710,2024-07-24,retail-store,winter-layering,0.1,108.38,1,0
O-0018823,C-01710,2024-08-23,online,member-event,0.07,146.16,1,0
O-0018824,C-01710,2024-09-28,online,member-event,0,109.72,3,0
O-0018825,C-01710,2024-10-29,online,member-event,0,148.4,3,0
O-0018826,C-01710,2024-11-29,online,winter-layering,0.01,110.54,4,0
O-0018827,C-01710,2024-12-23,online,cart-recovery,0,94.26,1,0
O-0018828,C-01710,2025-01-27,online,always-on,0,165.95,3,1
O-0018829,C-01710,2025-02-24,online,always-on,0.03,172.98,4,0
O-0018830,C-01710,2025-03-25,online,trail-season,0.05,70.53,2,0
O-0018831,C-01710,2025-05-04,retail-store,member-event,0.05,114.61,2,1
O-0018832,C-01710,2025-06-04,online,trail-season,0.05,105.53,3,0
O-0018833,C-01710,2025-07-04,retail-store,trail-season,0.07,130.93,1,0
O-0018834,C-01710,2025-08-05,retail-store,winter-layering,0,117.76,2,0
O-0018835,C-01710,2025-08-30,online,member-event,0.11,154.69,4,0
O-0018836,C-01710,2025-10-03,online,member-event,0,140.65,1,0
O-0018837,C-01710,2025-11-04,online,trail-season,0.07,53.4,1,0
O-0018838,C-01710,2025-12-07,online,cart-recovery,0.05,112.92,2,1
O-0018839,C-01710,2026-01-02,online,always-on,0,74.32,1,0
O-0018840,C-01710,2026-02-05,online,member-event,0.02,132.71,3,0
O-0018841,C-01710,2026-03-08,retail-store,cart-recovery,0.03,136.15,2,0
O-0018842,C-01710,2026-04-03,online,cart-recovery,0.05,150.62,4,0
O-0018843,C-01710,2026-05-04,retail-store,trail-season,0.09,139.64,1,0
O-0018844,C-01710,2026-06-10,retail-store,always-on,0,84.76,2,1
O-0018845,C-01711,2025-10-02,online,always-on,0.26,49.51,1,0
O-0018846,C-01711,2025-12-02,online,always-on,0.23,68.89,1,0
O-0018847,C-01711,2026-02-02,online,trail-season,0.26,68.5,1,0
O-0018848,C-01711,2026-04-06,retail-store,winter-layering,0.24,43.07,1,0
O-0018849,C-01711,2026-06-05,online,winter-layering,0.34,73.19,2,1
O-0018850,C-01712,2026-04-29,online,member-event,0.2,58.53,1,0
O-0018851,C-01712,2026-05-03,online,member-event,0.14,63.69,1,0
O-0018852,C-01712,2026-05-12,retail-store,winter-layering,0.18,70.31,1,0
O-0018853,C-01712,2026-05-22,online,trail-season,0.24,68.91,1,0
O-0018854,C-01712,2026-05-25,online,cart-recovery,0.19,69.04,1,1
O-0018855,C-01712,2026-06-06,online,member-event,0.31,56.6,2,0
O-0018856,C-01713,2024-08-07,online,cart-recovery,0.28,79.83,1,0
O-0018857,C-01713,2024-12-29,online,winter-layering,0.23,99.7,2,0
O-0018858,C-01713,2025-05-24,online,cart-recovery,0.29,74.38,2,0
O-0018859,C-01713,2025-10-17,online,always-on,0.28,55.45,2,0
O-0018860,C-01713,2026-03-11,online,cart-recovery,0.22,106.98,2,0
O-0018861,C-01714,2024-11-05,online,cart-recovery,0.2,100.07,1,0
O-0018862,C-01714,2025-01-06,online,winter-layering,0.2,94.22,2,0
O-0018863,C-01714,2025-03-06,online,always-on,0.23,108.8,3,0
O-0018864,C-01714,2025-05-07,online,trail-season,0.23,116.78,2,0
O-0018865,C-01714,2025-07-14,retail-store,trail-season,0.13,63.39,3,0
O-0018866,C-01714,2025-09-10,online,cart-recovery,0.18,51.31,1,0
O-0018867,C-01714,2025-11-10,online,member-event,0.22,113.13,2,0
O-0018868,C-01714,2026-01-13,online,cart-recovery,0.27,75.38,1,0
O-0018869,C-01714,2026-03-18,retail-store,cart-recovery,0.16,85.29,1,0
O-0018870,C-01714,2026-05-16,online,trail-season,0.16,75.16,3,0
O-0018871,C-01715,2024-07-28,online,always-on,0.02,175.17,3,0
O-0018872,C-01715,2024-09-12,retail-store,member-event,0.02,94.68,3,0
O-0018873,C-01715,2024-10-19,online,cart-recovery,0,128.09,2,0
O-0018874,C-01715,2024-12-08,retail-store,always-on,0.04,131.66,2,0
O-0018875,C-01715,2025-01-27,retail-store,always-on,0,140.23,3,0
O-0018876,C-01715,2025-03-12,online,cart-recovery,0.03,102.02,1,0
O-0018877,C-01715,2025-04-23,retail-store,winter-layering,0,175.97,2,0
O-0018878,C-01715,2025-06-11,online,trail-season,0,126.93,2,0
O-0018879,C-01715,2025-07-23,online,member-event,0.02,100.11,1,0
O-0018880,C-01715,2025-09-04,online,trail-season,0,138.35,2,1
O-0018881,C-01715,2025-10-21,online,winter-layering,0.02,132.77,2,0
O-0018882,C-01715,2025-12-06,online,trail-season,0.06,147.69,1,0
O-0018883,C-01715,2026-01-20,online,trail-season,0.03,143.81,3,0
O-0018884,C-01715,2026-03-08,retail-store,trail-season,0.08,80.67,1,1
O-0018885,C-01715,2026-04-24,retail-store,always-on,0.03,116.12,1,0
O-0018886,C-01715,2026-06-06,online,trail-season,0.01,167.37,3,0
O-0018887,C-01716,2024-07-29,online,trail-season,0.13,47.03,2,0
O-0018888,C-01716,2024-09-12,online,cart-recovery,0.21,211.87,5,0
O-0018889,C-01716,2024-10-27,online,member-event,0.17,110.67,2,0
O-0018890,C-01716,2024-12-07,online,always-on,0.21,129.06,3,0
O-0018891,C-01716,2025-01-21,retail-store,member-event,0.13,81.7,1,0
O-0018892,C-01716,2025-03-13,online,always-on,0.27,128.76,2,0
O-0018893,C-01716,2025-04-23,online,cart-recovery,0.21,115.72,1,0
O-0018894,C-01716,2025-06-06,retail-store,trail-season,0.11,122.62,2,0
O-0018895,C-01716,2025-07-24,online,winter-layering,0.13,88.7,1,0
O-0018896,C-01716,2025-09-07,online,winter-layering,0.14,179.61,3,0
O-0018897,C-01716,2025-10-22,retail-store,winter-layering,0.16,142.56,1,0
O-0018898,C-01716,2025-12-05,online,always-on,0.1,100.92,2,0
O-0018899,C-01716,2026-01-23,online,always-on,0.2,88.16,1,0
O-0018900,C-01716,2026-03-08,online,winter-layering,0.1,154.32,1,0
O-0018901,C-01716,2026-04-17,online,winter-layering,0.23,160.88,4,0
O-0018902,C-01716,2026-06-06,online,cart-recovery,0.15,89.63,1,0
O-0018903,C-01717,2024-08-06,online,cart-recovery,0.18,116.79,3,0
O-0018904,C-01717,2024-10-02,online,trail-season,0.2,90.25,2,0
O-0018905,C-01717,2024-11-24,online,member-event,0.15,67.17,1,0
O-0018906,C-01717,2025-01-20,retail-store,always-on,0.17,98.81,1,0
O-0018907,C-01717,2025-03-17,online,always-on,0.11,113.91,3,0
O-0018908,C-01717,2025-05-05,online,cart-recovery,0.2,97.27,1,0
